"","GO.ID","Term","Annotated","Significant","Expected","classicFisher"
"34","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules",387,28,8.47,"2.8e-08"
"35","GO:0034330","cell junction organization",915,47,20.03,"3.0e-08"
"36","GO:0048333","mesodermal cell differentiation",35,9,0.77,"4.4e-08"
"37","GO:0033627","cell adhesion mediated by integrin",104,14,2.28,"5.7e-08"
"38","GO:0072001","renal system development",353,26,7.73,"6.2e-08"
"39","GO:0007167","enzyme-linked receptor protein signaling pathway",1068,51,23.38,"7.6e-08"
"40","GO:0050896","response to stimulus",5967,174,130.63,"8.6e-08"
"41","GO:0045595","regulation of cell differentiation",1081,51,23.67,"1.1e-07"
"42","GO:0007160","cell-matrix adhesion",466,30,10.2,"1.2e-07"
"43","GO:0001708","cell fate specification",111,14,2.43,"1.3e-07"
"44","GO:0001707","mesoderm formation",66,11,1.44,"1.7e-07"
"45","GO:0007409","axonogenesis",555,33,12.15,"1.7e-07"
"46","GO:0007165","signal transduction",3975,127,87.02,"2.6e-07"
"47","GO:0023052","signaling",4196,132,91.86,"3.1e-07"
"48","GO:0048332","mesoderm morphogenesis",70,11,1.53,"3.1e-07"
"49","GO:0060026","convergent extension",23,7,0.5,"4.1e-07"
"50","GO:0042692","muscle cell differentiation",368,25,8.06,"5.2e-07"
"51","GO:0048646","anatomical structure formation involved in morphogenesis",1073,49,23.49,"5.5e-07"
"52","GO:0050793","regulation of developmental process",1832,71,40.11,"5.9e-07"
"53","GO:0035295","tube development",948,45,20.75,"6.0e-07"
"54","GO:0007154","cell communication",4252,132,93.08,"7.0e-07"
"55","GO:0061061","muscle structure development",508,30,11.12,"7.4e-07"
"56","GO:0045596","negative regulation of cell differentiation",403,26,8.82,"8.2e-07"
"57","GO:0002011","morphogenesis of an epithelial sheet",64,10,1.4,"1.1e-06"
"58","GO:0051241","negative regulation of multicellular organismal process",908,43,19.88,"1.2e-06"
"59","GO:0007267","cell-cell signaling",1104,49,24.17,"1.3e-06"
"60","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway",363,24,7.95,"1.4e-06"
"61","GO:0007411","axon guidance",390,25,8.54,"1.5e-06"
"62","GO:0097485","neuron projection guidance",392,25,8.58,"1.7e-06"
"63","GO:0001822","kidney development",318,22,6.96,"1.9e-06"
"64","GO:0060027","convergent extension involved in gastrulation",11,5,0.24,"2.0e-06"
"65","GO:0090287","regulation of cellular response to growth factor stimulus",319,22,6.98,"2.0e-06"
"66","GO:0031175","neuron projection development",1060,47,23.21,"2.2e-06"
"67","GO:0070848","response to growth factor",654,34,14.32,"2.4e-06"
"68","GO:0051147","regulation of muscle cell differentiation",121,13,2.65,"2.4e-06"
"69","GO:0035567","non-canonical Wnt signaling pathway",86,11,1.88,"2.6e-06"
"70","GO:0051093","negative regulation of developmental process",603,32,13.2,"3.1e-06"
"71","GO:0071363","cellular response to growth factor stimulus",633,33,13.86,"3.2e-06"
"72","GO:0001944","vasculature development",756,37,16.55,"3.4e-06"
"73","GO:0007507","heart development",548,30,12,"3.5e-06"
"74","GO:0035239","tube morphogenesis",762,37,16.68,"4.1e-06"
"75","GO:0007179","transforming growth factor beta receptor signaling pathway",260,19,5.69,"4.5e-06"
"76","GO:0060560","developmental growth involved in morphogenesis",260,19,5.69,"4.5e-06"
"77","GO:0048666","neuron development",1157,49,25.33,"4.8e-06"
"78","GO:0010721","negative regulation of cell development",216,17,4.73,"5.4e-06"
"79","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules",289,20,6.33,"5.7e-06"
"80","GO:0000902","cell morphogenesis",933,42,20.43,"5.8e-06"
"81","GO:0098657","import into cell",806,38,17.64,"5.9e-06"
"82","GO:0048562","embryonic organ morphogenesis",341,22,7.47,"6.0e-06"
"83","GO:0008283","cell population proliferation",2366,82,51.8,"6.0e-06"
"84","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway",218,17,4.77,"6.1e-06"
"85","GO:0006897","endocytosis",685,34,15,"6.5e-06"
"86","GO:0060537","muscle tissue development",294,20,6.44,"7.3e-06"
"87","GO:0071711","basement membrane organization",178,15,3.9,"8.5e-06"
"88","GO:0007498","mesoderm development",116,12,2.54,"8.7e-06"
"89","GO:0048667","cell morphogenesis involved in neuron differentiation",669,33,14.65,"1.0e-05"
"90","GO:0048858","cell projection morphogenesis",700,34,15.32,"1.0e-05"
"91","GO:0007186","G protein-coupled receptor signaling pathway",439,25,9.61,"1.2e-05"
"92","GO:0071300","cellular response to retinoic acid",25,6,0.55,"1.3e-05"
"93","GO:0016477","cell migration",1305,52,28.57,"1.3e-05"
"94","GO:0032990","cell part morphogenesis",709,34,15.52,"1.4e-05"
"95","GO:0045445","myoblast differentiation",84,10,1.84,"1.4e-05"
"96","GO:0009790","embryo development",1103,46,24.15,"1.5e-05"
"97","GO:0016055","Wnt signaling pathway",393,23,8.6,"1.8e-05"
"98","GO:0032526","response to retinoic acid",39,7,0.85,"1.9e-05"
"99","GO:0198738","cell-cell signaling by wnt",395,23,8.65,"1.9e-05"
"100","GO:0031214","biomineral tissue development",126,12,2.76,"2.0e-05"
"101","GO:2000026","regulation of multicellular organismal development",1051,44,23.01,"2.1e-05"
"102","GO:0048812","neuron projection morphogenesis",693,33,15.17,"2.1e-05"
"103","GO:0030155","regulation of cell adhesion",571,29,12.5,"2.1e-05"
"104","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway",148,13,3.24,"2.2e-05"
"105","GO:0048870","cell motility",1438,55,31.48,"2.3e-05"
"106","GO:2000179","positive regulation of neural precursor cell proliferation",71,9,1.55,"2.3e-05"
"107","GO:0120039","plasma membrane bounded cell projection morphogenesis",699,33,15.3,"2.5e-05"
"108","GO:0071560","cellular response to transforming growth factor beta stimulus",294,19,6.44,"2.6e-05"
"109","GO:0048568","embryonic organ development",489,26,10.71,"2.7e-05"
"110","GO:0051145","smooth muscle cell differentiation",56,8,1.23,"2.7e-05"
"111","GO:0090596","sensory organ morphogenesis",463,25,10.14,"3.0e-05"
"112","GO:0048584","positive regulation of response to stimulus",1781,64,38.99,"3.0e-05"
"113","GO:0071559","response to transforming growth factor beta",298,19,6.52,"3.1e-05"
"114","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway",740,34,16.2,"3.3e-05"
"115","GO:2000027","regulation of animal organ morphogenesis",112,11,2.45,"3.4e-05"
"116","GO:0048588","developmental cell growth",249,17,5.45,"3.4e-05"
"117","GO:0060485","mesenchyme development",177,14,3.87,"3.5e-05"
"118","GO:0051716","cellular response to stimulus",4945,141,108.26,"3.6e-05"
"119","GO:0022603","regulation of anatomical structure morphogenesis",650,31,14.23,"3.7e-05"
"120","GO:0032963","collagen metabolic process",59,8,1.29,"4.0e-05"
"121","GO:0055001","muscle cell development",203,15,4.44,"4.0e-05"
"122","GO:0006910","phagocytosis, recognition",44,7,0.96,"4.3e-05"
"123","GO:0034113","heterotypic cell-cell adhesion",19,5,0.42,"4.4e-05"
"124","GO:0060070","canonical Wnt signaling pathway",254,17,5.56,"4.4e-05"
"125","GO:0032989","cellular component morphogenesis",818,36,17.91,"4.7e-05"
"126","GO:0061138","morphogenesis of a branching epithelium",184,14,4.03,"5.3e-05"
"127","GO:0051094","positive regulation of developmental process",890,38,19.48,"5.4e-05"
"128","GO:0035272","exocrine system development",79,9,1.73,"5.5e-05"
"129","GO:0030855","epithelial cell differentiation",510,26,11.16,"5.5e-05"
"130","GO:0051239","regulation of multicellular organismal process",2159,73,47.26,"5.6e-05"
"131","GO:0042472","inner ear morphogenesis",120,11,2.63,"6.4e-05"
"132","GO:0001525","angiogenesis",399,22,8.73,"6.7e-05"
"133","GO:0044319","wound healing, spreading of cells",33,6,0.72,"7.0e-05"
"134","GO:0090505","epiboly involved in wound healing",33,6,0.72,"7.0e-05"
"135","GO:0001568","blood vessel development",519,26,11.36,"7.3e-05"
"136","GO:0001706","endoderm formation",48,7,1.05,"7.6e-05"
"137","GO:0007431","salivary gland development",65,8,1.42,"8.2e-05"
"138","GO:0001501","skeletal system development",407,22,8.91,"9.0e-05"
"139","GO:0006959","humoral immune response",351,20,7.68,"9.2e-05"
"140","GO:0045743","positive regulation of fibroblast growth factor receptor signaling pathway",12,4,0.26,"9.7e-05"
"141","GO:0042471","ear morphogenesis",126,11,2.76,"9.9e-05"
"142","GO:0042127","regulation of cell population proliferation",1519,55,33.25,"0.00010"
"143","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway",196,14,4.29,"0.00010"
"144","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus",196,14,4.29,"0.00010"
"145","GO:0048754","branching morphogenesis of an epithelial tube",173,13,3.79,"0.00011"
"146","GO:0007423","sensory organ development",691,31,15.13,"0.00012"
"147","GO:0061437","renal system vasculature development",23,5,0.5,"0.00012"
"148","GO:0061440","kidney vasculature development",23,5,0.5,"0.00012"
"149","GO:0072012","glomerulus vasculature development",23,5,0.5,"0.00012"
"150","GO:0030308","negative regulation of cell growth",129,11,2.82,"0.00012"
"151","GO:0001763","morphogenesis of a branching structure",201,14,4.4,"0.00014"
"152","GO:0030030","cell projection organization",1538,55,33.67,"0.00014"
"153","GO:0042476","odontogenesis",53,7,1.16,"0.00015"
"154","GO:0050768","negative regulation of neurogenesis",132,11,2.89,"0.00015"
"155","GO:0010002","cardioblast differentiation",38,6,0.83,"0.00016"
"156","GO:0090504","epiboly",38,6,0.83,"0.00016"
"157","GO:0007492","endoderm development",72,8,1.58,"0.00017"
"158","GO:0001503","ossification",339,19,7.42,"0.00017"
"159","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",284,17,6.22,"0.00017"
"160","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",92,9,2.01,"0.00018"
"161","GO:0003205","cardiac chamber development",135,11,2.96,"0.00018"
"162","GO:0002052","positive regulation of neuroblast proliferation",55,7,1.2,"0.00018"
"163","GO:0048514","blood vessel morphogenesis",458,23,10.03,"0.00019"
"164","GO:0035115","embryonic forelimb morphogenesis",14,4,0.31,"0.00019"
"165","GO:0002040","sprouting angiogenesis",114,10,2.5,"0.00020"
"166","GO:0048589","developmental growth",585,27,12.81,"0.00021"
"167","GO:0010810","regulation of cell-substrate adhesion",160,12,3.5,"0.00021"
"168","GO:0003007","heart morphogenesis",235,15,5.14,"0.00021"
"169","GO:0035987","endodermal cell differentiation",40,6,0.88,"0.00021"
"170","GO:0003206","cardiac chamber morphogenesis",95,9,2.08,"0.00023"
"171","GO:0051961","negative regulation of nervous system development",162,12,3.55,"0.00023"
"172","GO:0072006","nephron development",162,12,3.55,"0.00023"
"173","GO:0065007","biological regulation",7377,190,161.5,"0.00023"
"174","GO:0050794","regulation of cellular process",6809,178,149.06,"0.00024"
"175","GO:0048645","animal organ formation",76,8,1.66,"0.00025"
"176","GO:0120036","plasma membrane bounded cell projection organization",1497,53,32.77,"0.00025"
"177","GO:0007528","neuromuscular junction development",140,11,3.06,"0.00025"
"178","GO:0035136","forelimb morphogenesis",15,4,0.33,"0.00025"
"179","GO:0051153","regulation of striated muscle cell differentiation",58,7,1.27,"0.00026"
"180","GO:0060071","Wnt signaling pathway, planar cell polarity pathway",58,7,1.27,"0.00026"
"181","GO:0044344","cellular response to fibroblast growth factor stimulus",118,10,2.58,"0.00026"
"182","GO:0040007","growth",757,32,16.57,"0.00026"
"183","GO:0033631","cell-cell adhesion mediated by integrin",27,5,0.59,"0.00026"
"184","GO:0010811","positive regulation of cell-substrate adhesion",97,9,2.12,"0.00027"
"185","GO:0009611","response to wounding",595,27,13.03,"0.00027"
"186","GO:0007517","muscle organ development",242,15,5.3,"0.00029"
"187","GO:0003008","system process",1359,49,29.75,"0.00029"
"188","GO:0061326","renal tubule development",143,11,3.13,"0.00030"
"189","GO:0098810","neurotransmitter reuptake",43,6,0.94,"0.00032"
"190","GO:0043410","positive regulation of MAPK cascade",329,18,7.2,"0.00034"
"191","GO:0035051","cardiocyte differentiation",145,11,3.17,"0.00034"
"192","GO:0050767","regulation of neurogenesis",301,17,6.59,"0.00034"
"193","GO:0048627","myoblast development",29,5,0.63,"0.00037"
"194","GO:0045664","regulation of neuron differentiation",147,11,3.22,"0.00039"
"195","GO:0048762","mesenchymal cell differentiation",147,11,3.22,"0.00039"
"196","GO:0007229","integrin-mediated signaling pathway",102,9,2.23,"0.00039"
"197","GO:0008543","fibroblast growth factor receptor signaling pathway",104,9,2.28,"0.00045"
"198","GO:0030282","bone mineralization",105,9,2.3,"0.00049"
"199","GO:0001657","ureteric bud development",84,8,1.84,"0.00049"
"200","GO:0048863","stem cell differentiation",176,12,3.85,"0.00050"
"201","GO:0051960","regulation of nervous system development",399,20,8.73,"0.00050"
"202","GO:0007416","synapse assembly",228,14,4.99,"0.00050"
"203","GO:0030509","BMP signaling pathway",152,11,3.33,"0.00051"
"204","GO:0034329","cell junction assembly",401,20,8.78,"0.00053"
"205","GO:0071772","response to BMP",153,11,3.35,"0.00054"
"206","GO:0071773","cellular response to BMP stimulus",153,11,3.35,"0.00054"
"207","GO:0050789","regulation of biological process",7131,183,156.11,"0.00055"
"208","GO:0042060","wound healing",464,22,10.16,"0.00056"
"209","GO:0042063","gliogenesis",258,15,5.65,"0.00056"
"210","GO:0009617","response to bacterium",559,25,12.24,"0.00057"
"211","GO:0001823","mesonephros development",86,8,1.88,"0.00058"
"212","GO:0072163","mesonephric epithelium development",86,8,1.88,"0.00058"
"213","GO:0072164","mesonephric tubule development",86,8,1.88,"0.00058"
"214","GO:0048583","regulation of response to stimulus",2976,89,65.15,"0.00060"
"215","GO:0001837","epithelial to mesenchymal transition",108,9,2.36,"0.00060"
"216","GO:0009791","post-embryonic development",375,19,8.21,"0.00061"
"217","GO:0045926","negative regulation of growth",180,12,3.94,"0.00061"
"218","GO:0016049","cell growth",406,20,8.89,"0.00062"
"219","GO:0071774","response to fibroblast growth factor",132,10,2.89,"0.00064"
"220","GO:0001764","neuron migration",157,11,3.44,"0.00067"
"221","GO:2000177","regulation of neural precursor cell proliferation",110,9,2.41,"0.00068"
"222","GO:0030199","collagen fibril organization",68,7,1.49,"0.00069"
"223","GO:0051154","negative regulation of striated muscle cell differentiation",33,5,0.72,"0.00070"
"224","GO:0072073","kidney epithelium development",158,11,3.46,"0.00071"
"225","GO:0022408","negative regulation of cell-cell adhesion",111,9,2.43,"0.00073"
"226","GO:0060541","respiratory system development",237,14,5.19,"0.00073"
"227","GO:0061351","neural precursor cell proliferation",159,11,3.48,"0.00075"
"228","GO:0022407","regulation of cell-cell adhesion",323,17,7.07,"0.00077"
"229","GO:0008284","positive regulation of cell population proliferation",877,34,19.2,"0.00081"
"230","GO:0060284","regulation of cell development",606,26,13.27,"0.00081"
"231","GO:0008347","glial cell migration",70,7,1.53,"0.00082"
"232","GO:0003401","axis elongation",20,4,0.44,"0.00083"
"233","GO:0030574","collagen catabolic process",20,4,0.44,"0.00083"
"234","GO:0035313","wound healing, spreading of epidermal cells",20,4,0.44,"0.00083"
"235","GO:1900746","regulation of vascular endothelial growth factor signaling pathway",20,4,0.44,"0.00083"
"236","GO:1902547","regulation of cellular response to vascular endothelial growth factor stimulus",20,4,0.44,"0.00083"
"237","GO:0006909","phagocytosis",269,15,5.89,"0.00087"
"238","GO:0048839","inner ear development",214,13,4.68,"0.00087"
"239","GO:0090175","regulation of establishment of planar polarity",71,7,1.55,"0.00090"
"240","GO:0043588","skin development",138,10,3.02,"0.00091"
"241","GO:0006801","superoxide metabolic process",52,6,1.14,"0.00091"
"242","GO:1902692","regulation of neuroblast proliferation",72,7,1.58,"0.00098"
"243","GO:1901388","regulation of transforming growth factor beta activation",21,4,0.46,"0.00100"
"244","GO:0048880","sensory system development",517,23,11.32,"0.00101"
"245","GO:0002067","glandular epithelial cell differentiation",36,5,0.79,"0.00105"
"246","GO:0060173","limb development",166,11,3.63,"0.00107"
"247","GO:0034505","tooth mineralization",10,3,0.22,"0.00111"
"248","GO:0060713","labyrinthine layer morphogenesis",10,3,0.22,"0.00111"
"249","GO:0061101","neuroendocrine cell differentiation",10,3,0.22,"0.00111"
"250","GO:1900748","positive regulation of vascular endothelial growth factor signaling pathway",10,3,0.22,"0.00111"
"251","GO:0035821","modulation of process of another organism",54,6,1.18,"0.00112"
"252","GO:0030111","regulation of Wnt signaling pathway",276,15,6.04,"0.00113"
"253","GO:0043010","camera-type eye development",365,18,7.99,"0.00114"
"254","GO:0022404","molting cycle process",74,7,1.62,"0.00115"
"255","GO:0090598","male anatomical structure morphogenesis",37,5,0.81,"0.00119"
"256","GO:1902742","apoptotic process involved in development",37,5,0.81,"0.00119"
"257","GO:0001710","mesodermal cell fate commitment",22,4,0.48,"0.00120"
"258","GO:0036363","transforming growth factor beta activation",22,4,0.48,"0.00120"
"259","GO:0060912","cardiac cell fate specification",22,4,0.48,"0.00120"
"260","GO:2000811","negative regulation of anoikis",22,4,0.48,"0.00120"
"261","GO:0010001","glial cell differentiation",195,12,4.27,"0.00122"
"262","GO:0001504","neurotransmitter uptake",55,6,1.2,"0.00123"
"263","GO:0035108","limb morphogenesis",144,10,3.15,"0.00126"
"264","GO:0007613","memory",170,11,3.72,"0.00130"
"265","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",197,12,4.31,"0.00133"
"266","GO:0045665","negative regulation of neuron differentiation",38,5,0.83,"0.00135"
"267","GO:0007405","neuroblast proliferation",98,8,2.15,"0.00137"
"268","GO:0043068","positive regulation of programmed cell death",372,18,8.14,"0.00141"
"269","GO:0060562","epithelial tube morphogenesis",372,18,8.14,"0.00141"
"270","GO:0071495","cellular response to endogenous stimulus",1123,40,24.58,"0.00142"
"271","GO:0040036","regulation of fibroblast growth factor receptor signaling pathway",23,4,0.5,"0.00143"
"272","GO:0042688","crystal cell differentiation",23,4,0.5,"0.00143"
"273","GO:2000209","regulation of anoikis",23,4,0.5,"0.00143"
"274","GO:0043583","ear development",226,13,4.95,"0.00143"
"275","GO:0016043","cellular component organization",5083,136,111.28,"0.00145"
"276","GO:0061333","renal tubule morphogenesis",99,8,2.17,"0.00146"
"277","GO:0021535","cell migration in hindbrain",11,3,0.24,"0.00150"
"278","GO:0070307","lens fiber cell development",11,3,0.24,"0.00150"
"279","GO:0030511","positive regulation of transforming growth factor beta receptor signaling pathway",39,5,0.85,"0.00152"
"280","GO:1903846","positive regulation of cellular response to transforming growth factor beta stimulus",39,5,0.85,"0.00152"
"281","GO:0048736","appendage development",256,14,5.6,"0.00154"
"282","GO:0010647","positive regulation of cell communication",1202,42,26.31,"0.00156"
"283","GO:0048640","negative regulation of developmental growth",124,9,2.71,"0.00160"
"284","GO:0048738","cardiac muscle tissue development",175,11,3.83,"0.00164"
"285","GO:0021510","spinal cord development",79,7,1.73,"0.00169"
"286","GO:0048808","male genitalia morphogenesis",24,4,0.53,"0.00169"
"287","GO:2000050","regulation of non-canonical Wnt signaling pathway",24,4,0.53,"0.00169"
"288","GO:0023056","positive regulation of signaling",1209,42,26.47,"0.00174"
"289","GO:0001654","eye development",508,22,11.12,"0.00182"
"290","GO:0150063","visual system development",508,22,11.12,"0.00182"
"291","GO:0007417","central nervous system development",746,29,16.33,"0.00190"
"292","GO:0051128","regulation of cellular component organization",1947,61,42.62,"0.00196"
"293","GO:0009719","response to endogenous stimulus",1292,44,28.28,"0.00198"
"294","GO:0023051","regulation of signaling",2430,73,53.2,"0.00201"
"295","GO:0035107","appendage morphogenesis",235,13,5.14,"0.00203"
"296","GO:0010646","regulation of cell communication",2431,73,53.22,"0.00204"
"297","GO:0008037","cell recognition",180,11,3.94,"0.00204"
"298","GO:0002065","columnar/cuboidal epithelial cell differentiation",61,6,1.34,"0.00211"
"299","GO:0042659","regulation of cell fate specification",42,5,0.92,"0.00213"
"300","GO:0050868","negative regulation of T cell activation",42,5,0.92,"0.00213"
"301","GO:0002064","epithelial cell development",238,13,5.21,"0.00227"
"302","GO:0022405","hair cycle process",62,6,1.36,"0.00229"
"303","GO:0001867","complement activation, lectin pathway",26,4,0.57,"0.00230"
"304","GO:0010092","specification of animal organ identity",26,4,0.57,"0.00230"
"305","GO:0010712","regulation of collagen metabolic process",26,4,0.57,"0.00230"
"306","GO:0035112","genitalia morphogenesis",26,4,0.57,"0.00230"
"307","GO:0050765","negative regulation of phagocytosis",26,4,0.57,"0.00230"
"308","GO:0060911","cardiac cell fate commitment",26,4,0.57,"0.00230"
"309","GO:0045185","maintenance of protein location",157,10,3.44,"0.00239"
"310","GO:0014706","striated muscle tissue development",184,11,4.03,"0.00243"
"311","GO:0045785","positive regulation of cell adhesion",329,16,7.2,"0.00244"
"312","GO:0006898","receptor-mediated endocytosis",212,12,4.64,"0.00247"
"313","GO:0044419","biological process involved in interspecies interaction between organisms",1383,46,30.28,"0.00248"
"314","GO:0044057","regulation of system process",521,22,11.41,"0.00249"
"315","GO:0060379","cardiac muscle cell myoblast differentiation",13,3,0.28,"0.00252"
"316","GO:0072080","nephron tubule development",108,8,2.36,"0.00254"
"317","GO:0009967","positive regulation of signal transduction",1086,38,23.77,"0.00258"
"318","GO:1903038","negative regulation of leukocyte cell-cell adhesion",44,5,0.96,"0.00262"
"319","GO:0060317","cardiac epithelial to mesenchymal transition",27,4,0.59,"0.00265"
"320","GO:0050877","nervous system process",731,28,16,"0.00280"
"321","GO:0030324","lung development",135,9,2.96,"0.00287"
"322","GO:0010453","regulation of cell fate commitment",45,5,0.99,"0.00290"
"323","GO:0051148","negative regulation of muscle cell differentiation",45,5,0.99,"0.00290"
"324","GO:1990314","cellular response to insulin-like growth factor stimulus",45,5,0.99,"0.00290"
"325","GO:0048522","positive regulation of cellular process",3808,105,83.36,"0.00298"
"326","GO:0048569","post-embryonic animal organ development",189,11,4.14,"0.00299"
"327","GO:0002455","humoral immune response mediated by circulating immunoglobulin",276,14,6.04,"0.00308"
"328","GO:0035583","sequestering of TGFbeta in extracellular matrix",88,7,1.93,"0.00313"
"329","GO:0007420","brain development",531,22,11.62,"0.00313"
"330","GO:0032835","glomerulus development",66,6,1.44,"0.00315"
"331","GO:0033630","positive regulation of cell adhesion mediated by integrin",14,3,0.31,"0.00316"
"332","GO:0043654","recognition of apoptotic cell",14,3,0.31,"0.00316"
"333","GO:0035924","cellular response to vascular endothelial growth factor stimulus",46,5,1.01,"0.00319"
"334","GO:0002683","negative regulation of immune system process",532,22,11.65,"0.00320"
"335","GO:0072593","reactive oxygen species metabolic process",191,11,4.18,"0.00324"
"336","GO:0050890","cognition",278,14,6.09,"0.00328"
"337","GO:0035581","sequestering of extracellular ligand from receptor",89,7,1.95,"0.00334"
"338","GO:0071694","maintenance of protein location in extracellular region",89,7,1.95,"0.00334"
"339","GO:1900115","extracellular regulation of signal transduction",89,7,1.95,"0.00334"
"340","GO:1900116","extracellular negative regulation of signal transduction",89,7,1.95,"0.00334"
"341","GO:0030036","actin cytoskeleton organization",812,30,17.78,"0.00339"
"342","GO:0002695","negative regulation of leukocyte activation",67,6,1.47,"0.00340"
"343","GO:0045806","negative regulation of endocytosis",67,6,1.47,"0.00340"
"344","GO:0035215","genital disc development",29,4,0.63,"0.00347"
"345","GO:0042130","negative regulation of T cell proliferation",29,4,0.63,"0.00347"
"346","GO:0043652","engulfment of apoptotic cell",29,4,0.63,"0.00347"
"347","GO:0098900","regulation of action potential",29,4,0.63,"0.00347"
"348","GO:0035023","regulation of Rho protein signal transduction",47,5,1.03,"0.00351"
"349","GO:0042303","molting cycle",90,7,1.97,"0.00355"
"350","GO:1901888","regulation of cell junction assembly",222,12,4.86,"0.00360"
"351","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway",140,9,3.06,"0.00366"
"352","GO:0045597","positive regulation of cell differentiation",606,24,13.27,"0.00367"
"353","GO:0006820","monoatomic anion transport",91,7,1.99,"0.00378"
"354","GO:0034446","substrate adhesion-dependent cell spreading",91,7,1.99,"0.00378"
"355","GO:1903522","regulation of blood circulation",313,15,6.85,"0.00379"
"356","GO:0010614","negative regulation of cardiac muscle hypertrophy",30,4,0.66,"0.00393"
"357","GO:0014741","negative regulation of muscle hypertrophy",30,4,0.66,"0.00393"
"358","GO:0021515","cell differentiation in spinal cord",30,4,0.66,"0.00393"
"359","GO:0030539","male genitalia development",30,4,0.66,"0.00393"
"360","GO:0042386","hemocyte differentiation",30,4,0.66,"0.00393"
"361","GO:0051150","regulation of smooth muscle cell differentiation",30,4,0.66,"0.00393"
"362","GO:0009605","response to external stimulus",2046,62,44.79,"0.00394"
"363","GO:0001656","metanephros development",116,8,2.54,"0.00395"
"364","GO:0022612","gland morphogenesis",142,9,3.11,"0.00402"
"365","GO:0030900","forebrain development",315,15,6.9,"0.00402"
"366","GO:0010623","programmed cell death involved in cell development",49,5,1.07,"0.00421"
"367","GO:0051962","positive regulation of nervous system development",256,13,5.6,"0.00424"
"368","GO:0071840","cellular component organization or biogenesis",5257,137,115.09,"0.00433"
"369","GO:0030323","respiratory tube development",144,9,3.15,"0.00441"
"370","GO:0060795","cell fate commitment involved in formation of primary germ layer",31,4,0.68,"0.00444"
"371","GO:0007266","Rho protein signal transduction",94,7,2.06,"0.00452"
"372","GO:0085029","extracellular matrix assembly",94,7,2.06,"0.00452"
"373","GO:0042633","hair cycle",71,6,1.55,"0.00454"
"374","GO:0008015","blood circulation",481,20,10.53,"0.00459"
